p_rel,v_rel,T_0,target,exp_a,exp_b,exp_c,exp_d,exp_e,exp_f,exp_g,exp_h,exp_i,exp_j,exp_k,exp_l,exp_m,exp_n
0.5726,0.262,8.3,0.09060,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,0.262,7.9,0.09163,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,0.261,7.3,0.09273,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,0.262,7.3,0.09476,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,0.261,7.0,0.09569,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,0.262,6.6,0.09579,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,1.249,17.8,0.08429,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,1.250,21.2,0.08406,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,1.249,22.9,0.08376,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,1.250,24.2,0.08361,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,1.249,25.1,0.08414,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,1.249,25.8,0.08414,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,0.261,9.7,0.09262,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,0.261,10.1,0.09402,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,0.262,9.9,0.09637,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,0.262,10.1,0.09758,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8585,0.262,9.9,0.09749,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,0.261,9.7,0.09612,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8585,1.249,24.0,0.08205,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8568,1.249,29.5,0.08071,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8585,1.249,32.0,0.08087,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,1.250,33.7,0.08133,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,1.249,35.5,0.08215,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,1.249,36.4,0.08272,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1445,0.709,21.1,0.08962,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1446,0.709,25.4,0.08794,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1448,0.709,27.8,0.08667,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1446,0.709,29.3,0.08560,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1444,0.708,29.3,0.08457,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1447,0.709,30.0,0.08399,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1452,1.779,38.6,0.07800,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1451,1.779,48.5,0.07558,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1452,1.779,52.9,0.07448,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1426,1.780,55.9,0.07391,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1452,1.780,58.4,0.07368,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1453,1.779,60.3,0.07352,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4297,0.709,25.1,0.08728,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4300,0.709,31.0,0.08565,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4300,0.709,32.8,0.08429,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4298,0.709,34.6,0.08286,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4299,0.709,35.9,0.08228,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4294,0.709,35.9,0.08184,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4281,1.780,44.1,0.07328,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4285,1.780,55.7,0.07049,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4287,1.780,61.0,0.06999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4281,1.780,64.8,0.07013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4300,1.779,68.3,0.07088,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4286,1.779,70.9,0.07103,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7130,0.709,28.8,0.08633,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7125,0.709,36.6,0.08342,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7125,0.709,39.4,0.08168,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7127,0.709,40.1,0.08000,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7126,0.709,41.7,0.07941,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7123,0.709,43.0,0.07933,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7123,1.780,50.5,0.07147,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7117,1.780,64.8,0.07248,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7117,1.780,74.7,0.07450,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7110,1.780,80.6,0.07497,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7120,1.780,85.3,0.07557,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7119,1.780,88.8,0.07600,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2862,0.262,13.7,0.10970,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2862,0.262,15.8,0.11059,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2861,0.262,17.2,0.10937,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2862,0.262,17.9,0.10882,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2862,0.262,18.5,0.10861,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2863,0.262,19.2,0.10796,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2859,1.249,14.8,0.10186,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2860,1.249,17.4,0.10203,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2859,1.249,18.7,0.10066,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2858,1.249,19.2,0.09939,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2859,1.249,19.6,0.09783,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2859,1.249,19.6,0.09635,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5724,0.262,8.6,0.10011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,0.261,8.5,0.09934,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,0.262,8.4,0.09897,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5724,0.261,8.1,0.09915,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,0.262,7.7,0.09980,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,0.261,7.5,0.09983,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.249,20.9,0.09626,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.249,25.6,0.09485,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.249,27.8,0.09347,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.249,29.3,0.09292,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.249,30.6,0.09290,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.249,31.3,0.09374,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8582,0.262,10.8,0.10091,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8583,0.262,11.5,0.09956,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8585,0.262,11.3,0.09936,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8584,0.262,11.3,0.09943,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8582,0.262,11.2,0.09968,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8581,0.262,10.8,0.09977,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8566,1.249,27.1,0.09241,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8582,1.249,33.3,0.08989,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8564,1.249,36.4,0.08924,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8562,1.249,39.0,0.08913,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8580,1.249,40.8,0.08979,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8564,1.249,42.1,0.08998,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1416,0.708,22.7,0.09550,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1417,0.708,28.4,0.09463,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1416,0.709,31.1,0.09400,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1414,0.709,33.3,0.09335,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1407,0.709,34.0,0.09321,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1407,0.709,35.0,0.09255,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1424,1.780,42.5,0.08422,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1421,1.780,53.5,0.08055,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1424,1.780,58.4,0.07868,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1422,1.780,61.7,0.07795,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1423,1.780,64.1,0.07776,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1422,1.780,66.1,0.07718,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4248,0.709,26.2,0.09321,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4249,0.709,34.0,0.09199,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4251,0.709,36.6,0.09171,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4250,0.709,38.8,0.09084,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4246,0.709,40.5,0.09037,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4245,0.709,41.4,0.08998,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4240,1.780,48.9,0.07993,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4238,1.780,61.5,0.07485,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4239,1.780,66.6,0.07262,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4255,1.780,70.9,0.07181,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4227,1.781,73.4,0.07085,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4249,1.780,75.4,0.07062,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7083,0.709,29.3,0.09141,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7085,0.709,38.3,0.08992,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7084,0.709,43.4,0.08941,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7085,0.709,45.4,0.08852,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7081,0.709,47.2,0.08764,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7083,0.709,48.9,0.08736,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7057,1.781,55.7,0.07513,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7062,1.781,68.3,0.06939,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7052,1.781,74.7,0.06674,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7078,1.781,77.5,0.06590,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7082,1.781,81.1,0.06540,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7078,1.781,82.9,0.06491,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2863,0.262,15.0,0.12128,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2863,0.262,16.8,0.11643,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2863,0.262,17.9,0.11319,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2863,0.262,18.9,0.11119,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2863,0.262,19.2,0.10945,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2864,0.262,19.8,0.10795,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2861,1.250,16.3,0.10051,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2861,1.249,18.5,0.09782,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2862,1.249,19.2,0.09625,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2859,1.250,19.2,0.09485,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2860,1.250,19.4,0.09399,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2860,1.249,19.6,0.09306,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.262,7.5,0.09502,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.262,7.5,0.09312,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.262,7.2,0.09277,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.262,6.8,0.09260,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.262,6.8,0.09248,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.262,6.1,0.09247,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,1.249,19.2,0.08577,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,1.249,23.4,0.08390,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,1.249,25.1,0.08325,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5724,1.250,26.4,0.08282,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5724,1.249,27.1,0.08281,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5724,1.249,27.8,0.08282,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,0.261,8.4,0.09050,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8586,0.261,8.8,0.08843,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8586,0.261,8.4,0.08795,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,0.261,8.4,0.08776,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,0.262,8.3,0.08759,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8586,0.262,7.7,0.08767,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8572,1.249,25.6,0.08069,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8576,1.250,32.0,0.07888,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,1.249,34.8,0.07836,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8570,1.250,36.1,0.07803,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,1.250,37.3,0.07771,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8584,1.249,38.6,0.07738,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1447,0.709,19.0,0.08236,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1449,0.709,23.6,0.08037,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1447,0.709,26.6,0.07935,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1449,0.709,27.1,0.07901,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1445,0.709,27.6,0.07851,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1445,0.709,28.9,0.07808,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1435,1.780,44.7,0.07511,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1438,1.780,53.8,0.07263,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1451,1.780,59.3,0.07166,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1452,1.780,62.6,0.07113,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1426,1.780,64.4,0.07069,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1452,1.780,66.6,0.07041,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4311,0.709,24.5,0.08085,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4311,0.709,30.2,0.07838,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4309,0.709,33.3,0.07729,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4310,0.709,34.2,0.07704,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4311,0.709,35.0,0.07661,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4307,0.709,36.6,0.07653,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4300,1.780,53.3,0.07307,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4304,1.780,66.3,0.07048,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4302,1.780,73.2,0.06948,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4298,1.780,76.2,0.06889,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4301,1.780,79.5,0.06856,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4297,1.780,81.9,0.06834,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7177,0.709,29.1,0.08054,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7177,0.709,37.2,0.07811,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7177,0.709,39.6,0.07700,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7176,0.709,41.4,0.07616,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7176,0.709,43.2,0.07584,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7177,0.709,43.9,0.07558,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7170,1.780,62.6,0.07220,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7164,1.780,78.0,0.06947,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7169,1.780,85.3,0.06824,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7162,1.780,89.4,0.06767,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7163,1.781,94.5,0.06733,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7161,1.781,95.9,0.06700,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2863,0.261,14.3,0.11292,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2862,0.262,16.5,0.10776,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2863,0.261,17.4,0.10511,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2864,0.262,18.1,0.10286,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2864,0.261,18.7,0.10181,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2864,0.262,19.2,0.10130,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2861,1.249,16.8,0.10654,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2861,1.249,20.1,0.10516,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2861,1.249,21.2,0.10416,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2861,1.249,21.8,0.10368,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2861,1.249,22.3,0.10400,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2861,1.249,22.5,0.10337,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5724,0.262,7.9,0.10536,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5725,0.262,8.8,0.10428,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5724,0.262,7.9,0.10417,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5725,0.261,7.7,0.10425,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5724,0.262,7.7,0.10409,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5723,0.262,7.3,0.10418,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5717,1.249,23.4,0.09776,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5718,1.249,28.2,0.09509,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5717,1.249,30.8,0.09413,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5718,1.249,32.4,0.09271,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5717,1.249,33.1,0.09204,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5715,1.249,33.9,0.09221,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8574,0.262,9.3,0.10221,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8574,0.262,10.3,0.10097,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8572,0.262,10.4,0.10091,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8572,0.262,10.3,0.10052,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8574,0.262,9.5,0.10058,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8571,0.262,9.3,0.10090,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8575,1.249,31.0,0.09044,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8573,1.249,37.2,0.08692,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8575,1.249,39.7,0.08548,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8576,1.249,41.9,0.08488,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8575,1.249,43.4,0.08406,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8573,1.249,44.5,0.08333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1422,0.709,23.6,0.09256,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1424,0.709,28.6,0.08952,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1420,0.709,31.1,0.08931,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1420,0.709,32.6,0.08778,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1422,0.709,33.3,0.08716,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1422,0.709,34.0,0.08665,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1415,1.780,48.2,0.07938,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1416,1.779,58.9,0.07570,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1413,1.779,62.8,0.07431,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1414,1.779,67.2,0.07312,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1415,1.780,69.2,0.07260,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.1409,1.779,71.2,0.07220,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4260,0.709,28.0,0.08954,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4259,0.709,34.2,0.08578,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4256,0.709,37.7,0.08432,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4255,0.709,38.8,0.08338,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4258,0.709,39.7,0.08356,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4261,0.709,41.4,0.08263,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4256,1.780,55.7,0.07578,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4255,1.780,68.5,0.07194,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4253,1.780,74.7,0.07048,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4252,1.780,79.3,0.06986,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4251,1.780,82.6,0.06934,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4250,1.780,84.0,0.06928,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7098,0.709,33.1,0.08695,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7096,0.709,39.9,0.08301,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7095,0.709,43.4,0.08155,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7094,0.709,45.8,0.08064,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7092,0.709,46.5,0.07998,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7092,0.709,47.2,0.08055,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7085,1.780,65.2,0.07343,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7086,1.780,79.7,0.06911,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7088,1.781,87.9,0.06813,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7083,1.780,92.8,0.06747,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7082,1.780,97.4,0.06753,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7076,1.780,100.7,0.06723,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2864,0.262,15.9,0.13073,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2864,0.262,17.9,0.12614,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2864,0.262,19.0,0.12362,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2864,0.262,20.1,0.12203,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2865,0.262,20.7,0.12126,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2865,0.262,21.1,0.12012,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2862,1.249,16.1,0.11359,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2862,1.249,19.2,0.11073,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2861,1.249,20.1,0.10921,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2861,1.250,20.9,0.10784,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2860,1.249,20.9,0.10709,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2859,1.249,21.1,0.10615,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5725,0.263,7.2,0.10892,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5724,0.262,7.7,0.10661,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5724,0.263,7.5,0.10562,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5724,0.262,7.0,0.10476,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5725,0.262,6.6,0.10399,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5724,0.262,6.2,0.10386,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5723,1.249,20.5,0.09277,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5724,1.249,25.8,0.09062,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5724,1.249,27.6,0.08949,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5724,1.249,28.9,0.08871,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5723,1.249,29.8,0.08839,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5724,1.249,30.4,0.08774,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8585,0.262,8.3,0.10092,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8585,0.262,9.4,0.09880,0,0,0,0,0,0,0,0,1,0,0,0,0,0
